topic,year,count
International Tourism Planning,2025,1
Islam,2025,1
Islamic Law,2025,1
Islamic World,2025,1
Jeddah,2025,1
Karbala,2025,1
Language Learning,2025,1
Local Culture,2025,1
Local Heritage,2025,1
Local Tourism,2025,1
Machine Learning For,2025,1
Machine Translation,2025,1
Market Forecasting,2025,1
Marketing Strategies For,2025,1
Markets,2025,1
Modern Technology,2025,1
Music Festival,2025,1
Muslim-Friendly,2025,1
North Africa,2025,1
Of Arab,2025,1
Of Arabic Calligraphy,2025,1
Of Augmented Reality,2025,1
Of Climate,2025,1
Of Climate Change,2025,1
Of Cultural Tourism,2025,1
Of Digital Cultural,2025,1
Of Heritage Tourism,2025,1
Of Metaverse,2025,1
Of Museum,2025,1
Of Muslim,2025,1
Of Religious Tourism,2025,1
Of Rural Tourism,2025,1
Of Sustainable,2025,1
Of Tourism In,2025,1
Of Tourist Destination,2025,1
Of World Heritage,2025,1
On Arabic,2025,1
On Blockchain,2025,1
On China,2025,1
On Destination Image,2025,1
On Digital,2025,1
One Belt,2025,1
One Road,2025,1
Online Travel,2025,1
Outbound Tourists,2025,1
Palace,2025,1
Participation In,2025,1
Participation In Heritage,2025,1
Partnership,2025,1
Pilgrim,2025,1
Pilgrimage In,2025,1
Pilgrimage To Mecca,2025,1
Policy In,2025,1
Recommender Systems,2025,1
Research In Tourism,2025,1
Research On Tourism,2025,1
Responsible Data,2025,1
Responsible Tourism,2025,1
Road Tourism,2025,1
Roads,2025,1
Service Marketing,2025,1
Silk Road Initiative,2025,1
Silk Road Tourism,2025,1
Silk Roads,2025,1
Slow Tourism,2025,1
Smart Cities,2025,1
Smart City,2025,1
Smart Tourism Destinations,2025,1
Social Media Data,2025,1
Social Media Marketing,2025,1
Supply Chain,2025,1
Sustainability In The,2025,1
Sustainability Of,2025,1
Sustainable Destination,2025,1
Sustainable Destination Planning,2025,1
Taiwan,2025,1
The Arab World,2025,1
The Silk Road,2025,1
The United Arab,2025,1
To Tourism,2025,1
Tourism An,2025,1
Tourism And Heritage,2025,1
Tourism And The,2025,1
Tourism Branding,2025,1
Tourism Cooperation,2025,1
Tourism Demand Forecasting,2025,1
Tourism Diversification,2025,1
Tourism Heritage,2025,1
Tourism Market,2025,1
Tourism Participation,2025,1
Tourism Policy,2025,1
Tourism Potential,2025,1
Tourism Resources,2025,1
Tourism Supply,2025,1
Tourism To,2025,1
Tourism Transformation,2025,1
Tourist Attractions,2025,1
Tourist Destination Image,2025,1
Tourist Destinations,2025,1
Tourist Satisfaction And,2025,1
Traditional Culture,2025,1
Training,2025,1
Travel Behavior,2025,1
Travel Industry,2025,1
Travel To,2025,1
Tripadvisor,2025,1
Unesco World,2025,1
Unesco World Heritage,2025,1
United Arab,2025,1
United Arab Emirates,2025,1
Unwto,2025,1
Urban Heritage,2025,1
Using Machine Learning,2025,1
Vernacular Heritage,2025,1
Virtual Reconstruction,2025,1
Virtual Reconstruction Of,2025,1
Wine Tourism,2025,1
With Generative Ai,2025,1
World Tourism,2025,1
World Tourism Organization,2025,1
[,2025,1
],2025,1
أ,2025,1
ئ,2025,1
ا,2025,1
ب,2025,1
ة,2025,1
ت,2025,1
ث,2025,1
ج,2025,1
ح,2025,1
د,2025,1
ر,2025,1
ز,2025,1
ش,2025,1
ص,2025,1
ط,2025,1
ع,2025,1
ف,2025,1
ق,2025,1
ك,2025,1
ل,2025,1
م,2025,1
ن,2025,1
و,2025,1
ي,2025,1
书法,2025,1
产业发展,2025,1
产业数字化,2025,1
元宇宙,2025,1
博物馆数字化,2025,1
城市管理,2025,1
大城市,2025,1
大数据,2025,1
市场,2025,1
市场发展,2025,1
技术管理,2025,1
抖音,2025,1
政策,2025,1
数字技术,2025,1
数据可视化,2025,1
文化创新,2025,1
文化合作,2025,1
文化挖掘,2025,1
文化教育,2025,1
文化活动,2025,1
文化经济,2025,1
文化经济发展,2025,1
文化遗产保护,2025,1
文化阐释,2025,1
文献综述,2025,1
旅游创新,2025,1
旅游融合,2025,1
气候变化,2025,1
环境,2025,1
知识图谱,2025,1
研学旅游,2025,1
社会文化,2025,1
红色旅游,2025,1
跨部门,2025,1
遗产传播,2025,1
部门协作,2025,1
3D Digital,2026,1
Against,2026,1
Agriculture,2026,1
Ai On,2026,1
Ai-Powered,2026,1
Air,2026,1
And Big Data,2026,1
And Smart Tourism,2026,1
Application Of Digital,2026,1
Arab Spring,2026,1
Arabic Version,2026,1
Archaeological Heritage,2026,1
Archaeological Site,2026,1
Artifacts,2026,1
Artistic,2026,1
Arts,2026,1
Big Data,2026,1
Carrying Capacity,2026,1
China And The,2026,1
Circular Economy,2026,1
Community Heritage,2026,1
Community Participation,2026,1
Concept Policy,2026,1
Creative Product,2026,1
Cultural Heritage Based,2026,1
Cultural Heritage Conservation,2026,1
Cultural Heritage Knowledge,2026,1
Cultural Heritage Of,2026,1
Cultural Heritage Protection,2026,1
Cultural Heritage Through,2026,1
Cultural Market,2026,1
Culture And Tourism,2026,1
Data Extraction,2026,1
Data Integration,2026,1
Data Mining,2026,1
Data-Driven,2026,1
Destination Branding,2026,1
Destination In,2026,1
Destination Loyalty,2026,1
Digital Age,2026,1
Digital Innovation,2026,1
Digital Museum,2026,1
Digital Reconstruction,2026,1
Digital Reconstruction Of,2026,1
Digital Technologies,2026,1
Digital Technology,2026,1
Digital Tourism,2026,1
Digital Transformation,2026,1
Digital Twin Technology,2026,1
Digital Twins,2026,1
Douyin,2026,1
Ecotourism,2026,1
Embroidery,2026,1
Emerging Destination,2026,1
Environmental,2026,1
Environments,2026,1
Exhibition,2026,1
For Sustainable Tourism,2026,1
Generative Artificial,2026,1
Generative Artificial Intelligence,2026,1
Global Tourism,2026,1
Governance In,2026,1
Great Silk,2026,1
Great Silk Road,2026,1
Green Destination,2026,1
Green Tourism,2026,1
Green Travel,2026,1
Grounded Theory,2026,1
Gulf Cooperation Council,2026,1
Heritage As,2026,1
Heritage Based On,2026,1
Heritage Communication,2026,1
Heritage Conservation,2026,1
Heritage Destination,2026,1
Heritage Diplomacy,2026,1
Heritage Education,2026,1
Heritage Infrastructure,2026,1
Heritage Interpretation,2026,1
Heritage Interpretation And,2026,1
Heritage Knowledge,2026,1
Heritage Knowledge Graph,2026,1
Heritage Monitoring,2026,1
Heritage Of,2026,1
Heritage Of The,2026,1
Heritage Preservation,2026,1
Heritage Protection,2026,1
Heritage Site,2026,1
Hospitality And Tourism,2026,1
Hospitality Industry,2026,1
Hotel,2026,1
In Dark Tourism,2026,1
In Education,2026,1
In Higher Education,2026,1
In Hospitality And,2026,1
In Thailand,2026,1
In The Arab,2026,1
In The Tourism,2026,1
In Tourism Destination,2026,1
Intangible Heritage,2026,1
International Law,2026,1
Islamic World,2026,1
Journey,2026,1
Knowledge Extraction,2026,1
Learning In,2026,1
Learning-Based,2026,1
Local Tourism,2026,1
Machine Learning And,2026,1
Machine Learning-Based,2026,1
Maritime Silk,2026,1
Maritime Silk Road,2026,1
Market Transformation,2026,1
Marketing On,2026,1
Marketing Strategies,2026,1
Marketing Strategies For,2026,1
Mountain,2026,1
Museum Diplomacy,2026,1
Music,2026,1
Muslim Religious,2026,1
Nft,2026,1
Of Ai And,2026,1
Of Arab,2026,1
Of Belt,2026,1
Of Belt And,2026,1
Of Destination Brand,2026,1
Of Destination Image,2026,1
Of Hajj,2026,1
Of Religious Tourism,2026,1
Of Silk,2026,1
Of The Belt,2026,1
Of The Digital,2026,1
Of The Silk,2026,1
Of Tourism In,2026,1
Of Travel,2026,1
On Destination Image,2026,1
On Machine Learning,2026,1
On Tourist,2026,1
Online Destination,2026,1
Online Travel,2026,1
Pilgrims,2026,1
Regulation,2026,1
Research In Tourism,2026,1
Revisit Intention,2026,1
Road Cultural,2026,1
Service Innovation,2026,1
Smart City,2026,1
Social Media Destination,2026,1
Sports Tourism,2026,1
Strategy Of,2026,1
Sustainable Destination,2026,1
Sustainable Heritage,2026,1
Sustainable Tourism And,2026,1
Sustainable Tourism In,2026,1
Taiwan,2026,1
Text Summarization,2026,1
Thailand,2026,1
The Arab Spring,2026,1
The Digital Age,2026,1
The Great Silk,2026,1
The Maritime Silk,2026,1
The United Arab,2026,1
Tourism And The,2026,1
Tourism Carrying,2026,1
Tourism Carrying Capacity,2026,1
Tourism Demand,2026,1
Tourism Diversification,2026,1
Tourism Engagement,2026,1
Tourism In The,2026,1
Tourism Industry In,2026,1
Tourism Planning,2026,1
Tourism Potential,2026,1
Tourism Recovery,2026,1
Tourism Resources,2026,1
Tourism Short,2026,1
Tourism Short Video,2026,1
Tourism To,2026,1
Tourist Destination Image,2026,1
Tourist Destinations,2026,1
Tourist Perception,2026,1
Training,2026,1
Travel Intentions,2026,1
Treaty,2026,1
Tripadvisor,2026,1
Umrah Pilgrimage,2026,1
Unesco World,2026,1
Unesco World Heritage,2026,1
User Generated Content,2026,1
Video Marketing,2026,1
Virtual Reality,2026,1
Virtual Reconstruction,2026,1
Virtual Reconstruction Of,2026,1
Visitors,2026,1
Weaving,2026,1
With Machine Learning,2026,1
Word Of Mouth,2026,1
World Cultural Heritage,2026,1
World Heritage,2026,1
World Heritage Site,2026,1
一带一路,2026,1
书法,2026,1
传统旅游,2026,1
创新发展,2026,1
博物馆,2026,1
历史文化,2026,1
国际经济,2026,1
战略,2026,1
技术管理,2026,1
技术融合,2026,1
数字技术,2026,1
数据库,2026,1
文化保护,2026,1
文化教育,2026,1
文化数字化,2026,1
文化遗产保护,2026,1
文献综述,2026,1
智慧旅游,2026,1
游客,2026,1
目的地,2026,1
红色旅游,2026,1
经济发展,2026,1
虚拟现实,2026,1
话语分析,2026,1
遗产传播,2026,1
音乐,2026,1
